term,definition,url
Foreclosure,"Foreclosure is the legal process by which a lender attempts to recover the amount owed on adefaulted loanby taking ownership of the mortgaged property and selling it. Typically, default is triggered when a borrower misses a specific number of monthly payments, but it can also happen when the borrower fails to meet other terms in the mortgage document.",https://www.investopedia.com/terms/f/foreclosure.asp
Foreign Corrupt Practices Act,"The Foreign Corrupt Practices Act (FCPA, the Act) is a United States law that prohibits U.S. firms and individuals from paying bribes to foreign officials to further business deals. The FCPA contains two main articles:",https://www.investopedia.com/terms/f/foreign-corrupt-practices-act.asp
Foreign Exchange Risk,"Foreign exchange risk refers to the losses that a business conducting international transactions can incur due to fluctuations in currency rates. Changes in the relative value of the currencies involved can change the real costs of goods ordered from abroad or delivered to a foreign customer, or increase the cost of a planned expansion in a foreign country. Investments in foreign companies can suffer losses due entirely to exchange rate changes.",https://www.investopedia.com/terms/f/foreignexchangerisk.asp
Forfaiting,Forfaiting is a means of financing that enables exporters to receive immediate cash by selling their medium and long-term receivables—the amount an importer owes the exporter—at a discountthrough an intermediary. The exporter eliminates risk by making the sale without recourse. It has no liability regarding the importer's possible default on the receivables.,https://www.investopedia.com/terms/f/forfaiting.asp
Forfeited Share,"A forfeited share is a share in a publicly-traded company that the owner loses (or forfeits) by neglecting to live up to any number of purchase requirements. For example, a forfeiture may occur if a shareholder fails to pay an owed allotment (call money), or if he sells or transfers his shares during a restricted period.",https://www.investopedia.com/terms/f/forfeited-share.asp
Form 3,SEC Form 3: Initial Statement of Beneficial Ownership of Securities is a document filed by a company insider or major shareholder with theSecurities and Exchange Commission(SEC).,https://www.investopedia.com/terms/f/form3.asp
Form 1065,"Form 1065: U.S. Return of Partnership Income is an Internal Revenue Service (IRS) tax document used to declare the profits, losses, deductions, and credits of a partnership. A partnership doesn't pay income taxes; rather, any profit or loss is passed on to the partners, who are responsible for taxes.",https://www.investopedia.com/terms/f/form-1065.asp
Form 1095-B,Form 1095-B is anInternal Revenue Service (IRS)form that may be sent to taxpayers who receiveminimum essential health insurance coverageas defined by theAffordable Care Act(ACA).,https://www.investopedia.com/terms/f/form-1095b.asp
Form 1099-DIV,"The term Form 1099-DIV, Dividends and Distributions refers to anInternal Revenue Service (IRS)form sent by banks and other financial institutions to investors who receive dividends and distributions from any type of investment during a calendar year. Investors can receive multiple 1099-DIVs. Each 1099-DIV form should be reported on an investor’s tax filing. Investors typically will not receive a 1099-DIV form if cumulative dividends are not greater than $10.",https://www.investopedia.com/terms/f/form1099div.asp
Form 2439,"Form 2439 is an Internal Revenue Service (IRS) form thatRegulated Investment Companies(RICs)–mutuals funds and exchange-traded funds–andReal Estate Investment Trusts(REITs) are required to distribute to shareholders in order to report undistributed long-term capital gains. Mutual funds are required to distribute most capital gains to shareholders, and the shareholders report these gains on Form 1099-DIV. However, if the fund company decides to retain these gains, it must pay taxes on behalf of shareholders and report these transactions on Form 2439.",https://www.investopedia.com/terms/f/form-2439.asp
Form 2848,"Form 2848: Power of Attorney and Declaration of Representative is anInternal Revenue Service(IRS) document that authorizes an individual or organization to represent a taxpayer by appearing before the IRS—at an audit, for example.﻿﻿",https://www.investopedia.com/terms/f/form-2848.asp
Form 4952,"Form 4952: Investment Interest Expense Deduction is a tax form distributed by theInternal Revenue Service(IRS) used to determine the amount ofinvestment interest expensethat can be deducted, as well as any interest expense that can be carried forward to a future tax year.﻿﻿",https://www.investopedia.com/terms/f/form-4952.asp
Form 5405,Form 5405: First-Time Homebuyer Credit and Repayment of the Credit is a tax form distributed by theInternal Revenue Service(IRS). Taxpayers used it to claim a tax credit for a percentage of the purchase price of a new home.,https://www.investopedia.com/terms/f/form-5405.asp
Form 6251,Form 6251: Alternative Minimum Tax-Individuals is anInternal Revenue Service(IRS) tax form used to determine the amount ofalternative minimum tax(AMT) that a taxpayer may owe.,https://www.investopedia.com/terms/f/form-6251.asp
Form 6252,Form 6252: Installment Sale Income is anInternal Revenue Service(IRS) form used to report income from the sale of real or personal property coming from aninstallment salewith the installment method.,https://www.investopedia.com/terms/f/form-6252.asp
Form 8379,"The ""injured"" spouse on ajointly filedtax return can file Form 8379 to regain their share of a joint refund that was seized to pay a past-due obligation of the other spouse. These obligations might include past-due federal tax, state tax, child support, or federal non-tax debt (such as a student loan). The term ""injured"" refers to the negatively impacted spouse, who does not owe the debt.",https://www.investopedia.com/terms/f/form-8379.asp
Form 8396,"Form 8396 is an IRS form that lets lower-income homeowners claim the mortgage interest credit, as long as they receive a mortgage credit certificate (MCC) from a state or local government agency.",https://www.investopedia.com/terms/f/form-8396.asp
Form 843,Form 843 is a multipurpose tax document issued by the Internal Revenue Service (IRS) used by taxpayers to make a claim for a refund of certain assessed taxes or to request abatement of interest or penalties applied in error.,https://www.investopedia.com/terms/f/form-843.asp
Form 8606,"Internal Revenue Service (IRS)Form 8606, ""Nondeductible IRAs,"" is used by filers who make nondeductible contributions to an individual retirement account (IRA). A separate form should be filed for eachtax yearthat nondeductible contributions are made.",https://www.investopedia.com/terms/f/form-8606.asp
Forward Contract,"A forward contract is a customized contract between two parties to buy or sell an asset at a specified price on a future date. A forward contract can be used for hedging or speculation, although its non-standardized nature makes it particularly apt forhedging.",https://www.investopedia.com/terms/f/forwardcontract.asp
Forward Dividend Yield,A forward dividend yield is an estimation of a year's dividend expressed as a percentage of the current stock price. The year's projected dividend is measured by taking a stock's most recent actual dividend payment andannualizingit. The forwarddividend yieldis calculated by dividing a year's worth of future dividend payments by a stock's current share price.,https://www.investopedia.com/terms/f/forward-dividend-yield.asp
Forward Integration,"Forward integration is a business strategy that involves a form of downstreamvertical integrationwhereby the company owns and controls business activities that are ahead in the value chain of its industry, this might include among others direct distribution or supply of the company's products. This type of vertical integration is conducted by a company advancing along thesupply chain.",https://www.investopedia.com/terms/f/forwardintegration.asp
Forward Price,"Forward price is the predetermineddelivery pricefor an underlying commodity, currency, or financial asset as decided by the buyer and the seller of theforward contract, to be paid at a predetermined date in the future. At the inception of a forward contract, the forward price makes the value of the contract zero, but changes in the price of the underlying will cause the forward price to take on a positive or negative value.",https://www.investopedia.com/terms/f/forwardprice.asp
Four Asian Tigers,"The Four Asian Tigers are the high-growth economies of Hong Kong, Singapore, South Korea, and Taiwan. Fueled by exports andrapid industrialization, the Four Asian Tigers have consistently maintained high levels of economic growth since the 1960s, and have collectively joined the ranks of the world's wealthiest nations.",https://www.investopedia.com/terms/f/four-asian-tigers.asp
Four Ps,"Product, price, place, and promotion are the four Ps in a winning ""marketing mix""",https://www.investopedia.com/terms/f/four-ps.asp
Fourth World,"The Fourth World is an outdated term used to describe the most underdeveloped, poverty-stricken, and marginalized regions of the world.",https://www.investopedia.com/terms/f/fourth-world.asp
Fractional Share,"Less than one full share ofequityis called a fractional share. Such shares may be the result of stock splits, dividend reinvestment plans (DRIPs), or similar corporate actions. Typically, fractional shares aren't available from the stock market, and while they have value to investors, they are also difficult to sell.",https://www.investopedia.com/terms/f/fractionalshare.asp
Fraud,Fraud is an intentional act of deceit designed to reward the perpetrator or to deny the rights of a victim.,https://www.investopedia.com/terms/f/fraud.asp
Free Cash Flow (FCF),Free cash flow (FCF) is the amount of cash that a company generates after accounting for spending needed to support its operations and maintain itscapital assets. Investors and analysts rely on it as one measurement of a company's profitability.,https://www.investopedia.com/terms/f/freecashflow.asp
Free Cash Flow Yield,"Free cash flow yield is a financial solvency ratio that compares the free cash flow per share a company is expected to earn against its market value per share. The ratio is calculated by taking the free cash flow per share divided by the current share price.Free cash flow yield is similar in nature to the earnings yield metric, which is usually meant to measure GAAP (generally accepted accounting principles)earnings per sharedivided by share price.",https://www.investopedia.com/terms/f/freecashflowyield.asp
Free Enterprise,"The term free enterprise refers to an economy where themarketdetermines prices, products, and services rather than the government. Businesses and services are free from government control in a free enterprise environment. Free enterprise is characterized by different factors, including privateproperty rights. Alternatively, free enterprise could refer to an ideological or legal system whereby commercial activities are primarily regulated through private measures.",https://www.investopedia.com/terms/f/free_enterprise.asp
Free-Float Methodology,"The free-float methodology is a method of calculating themarket capitalizationof a stock market index's underlying companies. With the free-float methodology, market capitalization is calculated by taking theequity'sprice and multiplying it by the number of shares readily available in the market.",https://www.investopedia.com/terms/f/freefloatmethodology.asp
Freemium,"A combination of the words “free” and “premium,” freemium is a type of business model that offers basic features of a product or service to users at no cost and charges a premium for supplemental or advanced features.",https://www.investopedia.com/terms/f/freemium.asp
Front-Running,"Front-running is trading of stock or any other financial asset by a broker who has inside knowledge of a future transaction that is about to affect its price substantially. A broker may also front-runbased on insider knowledgethat their firm is about to issue a ""buy"" or ""sell"" recommendation to clients that will almost certainly affect the price of an asset.",https://www.investopedia.com/terms/f/frontrunning.asp
Full Employment,Full employment is an economic situation in which all available labor resources are being used in the most efficient way possible. Full employment embodies the highest amount ofskilledand unskilled labor that can be employed within an economy at any given time.,https://www.investopedia.com/terms/f/fullemployment.asp
Full Ratchet,"A full ratchet is a contractual provision designed to protect the interests of early investors. Specifically, it is ananti-dilution provisionthat applies, for any shares of common stock sold by a company after the issuing of an option (or convertible security), the lowest sale price as the adjusted option price orconversion ratiofor existing shareholders.",https://www.investopedia.com/terms/f/fullratchet.asp
Functional Currency,"Popular with multinationals, functional currency represents the primary economic environment in which an entity generates and expends cash. It is the maincurrencyused by a business in its business dealings.",https://www.investopedia.com/terms/f/functional-currency.asp
Future Value (FV),Future value (FV) is the value of a current asset at a future date based on an assumed growth rate. Investors and financial planners use it to estimate how much an investment today will be worth in the future.,https://www.investopedia.com/terms/f/futurevalue.asp
Gambler's Fallacy,"The gambler's fallacy, also known as the Monte Carlo fallacy, occurs when an individual erroneously believes that a certain random event is less likely or more likely to happen based on the outcome of a previous event or series of events.",https://www.investopedia.com/terms/g/gamblersfallacy.asp
Gann Angles,"Gann angles are named after their creatorW.D. Gann. Gann believed the angles could predict future price movements based on geometric angles of time versus price. Gann was a 20th-century market theorist. The validity and usefulness of his theories, however, are subject to debate.",https://www.investopedia.com/terms/g/gannangles.asp
Gann Fans,Gann fans are a form oftechnical analysisbased on the idea that the market is geometric and cyclical in nature. A Gann fan consists of a series of lines called Gann angles. These angles are superimposed over a price chart to show potentialsupport and resistancelevels. The resulting image is supposed to help technical analysts predict price changes.,https://www.investopedia.com/terms/g/gann-fans.asp
Gap,"A stock gap is an area discontinuity in a security's chart where its price either rises or falls from the previous day’s close with no trading occurring in between. Gaps are common when news causes market fundamentals to change during hours when markets are typically closed, for instance, an earnings call after-hours.",https://www.investopedia.com/terms/g/gap.asp
Garn-St. Germain Depository Institutions Act,The Garn-St. Germain Depository Institutions Act was enacted by Congress in 1982. The primary purpose was to ease pressures on banks and savings and loans which increased after the Federal Reserve raised rates in an effort to combat inflation. Financial institutions that had taken on interest rate risk by lending at low rates in earlier years were faced with negative spreads when the Fed drove deposit interest rates higher in the early 1980s.,https://www.investopedia.com/terms/g/garn-st-germain-depository-institutions-act.asp
GDAX,"GDAX is the former name of the cryptocurrency exchange run by Coinbase, a popular broker for bitcoin and other digital assets. Unlike the in-app purchases available through the Coinbase wallet, GDAX was aimed at professional traders with tools to track price movements and set complex buy and sell orders.",https://www.investopedia.com/terms/g/gdax.asp
Gearing Ratio,Gearing ratios are financial ratios that compare some form of owner'sequityor capital to debt or funds borrowed by the company. Gearing is a measurement of the entity’s financialleveragewhich demonstrates the degree to which a firm's activities are funded by shareholders' funds versus creditors' funds.,https://www.investopedia.com/terms/g/gearingratio.asp
Gemology,"Gemology is the science of studying, cutting, and valuing precious stones, but the essence of gemology is in identifying the gemstones. One who works in the field of gemology is called a gemologist, and jewelers and goldsmiths also may be gemologists.",https://www.investopedia.com/terms/g/gemology.asp
General Agreement on Tariffs and Trade (GATT),"The General Agreement on Tariffs and Trade (GATT), signed in 1947 by 23 countries, is a treaty minimizing barriers to international trade by eliminating or reducing quotas,tariffs, and subsidies. It was intended to boost economic recovery after World War II.",https://www.investopedia.com/terms/g/gatt.asp
General Equilibrium Theory,"General equilibrium theory, orWalrasiangeneral equilibrium, attempts to explain the functioning of the macroeconomy as a whole, rather than as collections of individual market phenomena.",https://www.investopedia.com/terms/g/general-equilibrium-theory.asp
General Ledger,"A general ledger represents the record-keeping system for a company’s financial data, with debit and credit account records validated by a trial balance. It provides a record of each financial transaction that takes place during the life of an operating company and holds account information that is needed to prepare the company’s financial statements. Transaction data is segregated, by type, into accounts for assets, liabilities, owners’ equity, revenues, and expenses.",https://www.investopedia.com/terms/g/generalledger.asp
General Order (GO),"A general order (GO) is a status given toimportedgoods that are missing the proper documentation or cannot be quickly cleared through customs for other reasons. Merchandise may be held under general order if the proper duties, fees, or interest are not paid, if the owner fails to complete the required customs paperwork, or if it is not correctly or legally invoiced. Goods will be held under general order if they remain uncleared for more than 15 days.",https://www.investopedia.com/terms/g/general-order.asp
Generally Accepted Auditing Standards (GAAS),"Generally accepted auditing standards (GAAS) are a set of systematic guidelines used by auditors when conducting audits of companies' financial records. GAAS helps to ensure the accuracy, consistency, and verifiability of auditors' actions and reports. TheAuditing Standards Board (ASB)of theAmerican Institute of Certified Public Accountants (AICPA)created GAAS. Its members agree to adhere to the standards.",https://www.investopedia.com/terms/g/gaas.asp
Geographical Pricing,"Geographical pricing is the practice of adjusting an item's sale price based on the location of the buyer. Sometimes the difference in the sale price is based on the cost to ship the item to that location. But the difference may also be based on what amount the people in that location are willing to pay. Companies will try to maximizerevenuein the markets in which they operate, and geographical pricing contributes to that goal.",https://www.investopedia.com/terms/g/geographical-pricing.asp
Geolocation,"Geolocation is the ability to track a device’s whereabouts using GPS, cell phone towers, WiFi access points or a combination of these. Since devices are used by individuals, geolocation uses positioning systems to track an individual’s whereabouts down to latitude and longitude coordinates, or more practically, a physical address. Both mobile and desktop devices can use geolocation.",https://www.investopedia.com/terms/g/geolocation.asp
Ghetto,The term ghetto is a derogatory term for a neighborhood characterized by lowproperty valuesand relatively little public or private investment. It is a slang term that is generally considered an offensive stereotype because ghettos have historically been inhabited by racial minorities.,https://www.investopedia.com/terms/g/ghetto.asp
Global Bond,"A global bond, sometimes referred to as a Eurobond, is a type of bond issued and traded outside the country where the currency of the bond is denominated.",https://www.investopedia.com/terms/g/globalbonds.asp
Global Macro,"A global macro strategy is a hedge fund or mutual fund strategy that bases its holdings primarily on political forecasts of various countries or the macroeconomic principles that have high impact on the economies of those countries. Holdings may include long and short positions in various equity, fixed income, currency, commodities, and futures markets.",https://www.investopedia.com/terms/g/globalmacro.asp
Global Macro Hedge Fund,"Global macro hedge funds areactively managedfunds that attempt to profit from broad market swings caused by political or economic events. Global macro hedge funds are market bets around economic events. Investors use financial instruments to create short or long positions based on the outcomes they predict as a result of their research. A market bet on an event can cover a wide variety of assets and instruments includingoptions, futures, currencies, index funds, bonds, and commodities. The goal is to find the right mix of assets to maximize returns if the predicted outcome occurs.",https://www.investopedia.com/terms/g/global-macro-hedge-fund.asp
Global Registered Share (GRS),"A global registered share (GRS), or a global share, is a security that is issued in the United States, but it is registered in multiple markets around the world and trades in multiple currencies. With global shares, identical shares may trade on different stock exchanges and in various currencies across country borders without needing to be converted into local currencies.",https://www.investopedia.com/terms/g/globalregisteredshare.asp
Globex,"Globex is an electronictrading platform—the first of its kind when it launched in 1992—used for derivatives like futures, options, and commodity contracts across a wide range of asset classes. Developed for theChicago Mercantile Exchange(CME), CME Globex (as it is officially known) operates continuously, unrestricted by geographic borders or time zones.",https://www.investopedia.com/terms/g/globex.asp
Go-Go Fund,"Go-go fund is a slang name for amutual fundthat has an investment strategy focused on high-risk securities in an attempt to capture above-average returns. A go-go fund's aggressive approach usually involves holding large positions ingrowth stocks. Growth stocks offer higher risks, but also higher potential returns.",https://www.investopedia.com/terms/g/go-go-fund.asp
Going Concern,A going concern is a company that has sufficient resources to stay in business indefinitely.,https://www.investopedia.com/terms/g/goingconcern.asp
Going Public,"Going public is the process of selling shares that were formerly held privately and are now available to new investors for the first time, otherwise known as aninitial public offering (IPO).",https://www.investopedia.com/terms/g/goingpublic.asp
Gold Option,A gold option is anoptions contractthat utilizes either physical gold or gold futures as itsunderlying asset.,https://www.investopedia.com/terms/g/gold-option.asp
Gold Standard,"The gold standard is a fixed monetary regime under which the government's currency is fixed and may be freely converted into gold. It can also refer to a freely competitive monetary system in which gold or bank receipts for gold act as the principal medium of exchange; or to a standard of international trade, wherein some or all countries fix theirexchange ratebased on the relative gold parity values between individualcurrencies.",https://www.investopedia.com/terms/g/goldstandard.asp
Golden Rule,"The golden rule of government spending is afiscal policythat a government should borrow only to invest, not to fund current spending. In other words, the government should borrow money only to make investments that will produce long-term benefits for the future. Current spending, or spending on short-term needs, should be funded by tax revenues.",https://www.investopedia.com/terms/g/golden-rule.asp
Good This Week (GTW),"Good this week (GTW) is a type of order that remains active until the end of the week in which it is issued. If the order is not executed prior to the end of the week, it will be automatically canceled.",https://www.investopedia.com/terms/g/good_this_week.asp
Goodwill,Goodwill in business is anintangible assetthat's recorded when one company is purchased by another. It's the portion of the purchase price that's higher than the sum of the net fair value of all of the assets purchased in the acquisition and the liabilities assumed in the process.,https://www.investopedia.com/terms/g/goodwill.asp
Gordon Gekko,"Gordon Gekko is a fictional character who appears as the villain in the popular 1987 Oliver Stone movie ""Wall Street"" and its 2010 sequel ""Wall Street: Money Never Sleeps."" The character, a ruthless and wildly wealthy investor andcorporate raider, has become a cultural symbol for greed, as epitomized by the famous ""Wall Street"" quote ""Greed is good.""",https://www.investopedia.com/terms/g/gordon-gekko.asp
"Governance, Risk Management, and Compliance (GRC)","Governance, risk management, and compliance (GRC) is a relatively new corporate management system that integrates these three crucial functions into the processes of every department within an organization.",https://www.investopedia.com/terms/g/grc.asp
Government of Singapore Investment Corporation (GIC),"The Government of Singapore Investment Corporation (GIC) is a government-owned company assigned to manage Singapore'ssovereign wealth fund. The fund is now officially named: GIC Private Limited. The GIC was formed in 1981 with the aim to invest the sovereign wealth fund more aggressively in higher yielding asset classes and over a longer investment horizon. According to the Sovereign Wealth Fund Institute, the GICS controls the eighth largest sovereign wealth fund in the world, with $390 billion in assets under management as of mid-2018.[cite]",https://www.investopedia.com/terms/g/government-of-singapore-investment-corporation.asp
Government Securities Clearing Corporation (GSCC),The Government Securities Clearing Corporation (GSCC) was an organization that was responsible for clearing and netting trades for government and agency debt securities. The GSCC handled new issues and the sale of existing government securities. It was established in the 1980s by theNational Securities Clearing Corporation (NSCC). The GSCC merged with the Mortgage-Backed Securities Clearing Corporation to form theFixed Income Clearing Corporation (FICC)in 2003.,https://www.investopedia.com/terms/g/gscc.asp
Government Shutdown,A government shutdown occurs when nonessential U.S. government offices can no longer remain open due to a lack of funding. The lack of funding usually occurs when the approval of the federal budget that will finance the government for the upcoming fiscal year is delayed. The shutdown remains in effect until funding legislation is passed.,https://www.investopedia.com/terms/g/government-shutdown.asp
Graduated Lease,"A graduated lease is an agreement under which a tenant andlandlordagree to a periodic adjustment of monthly payments. For example, the agreement may reflect an increase in the tenant’s payments due to market conditions or an increase in the value of the leased property.",https://www.investopedia.com/terms/g/graduatedlease.asp
Grandfather Clause,"A grandfather clause, also called a “legacy clause,” is an exemption that allows persons or entities to continue with activities or operations that were approved before the implementation of new rules, regulations, or laws. Such allowances can be permanent, temporary, or instituted with limits.",https://www.investopedia.com/terms/g/grandfatherclause.asp
Granular Portfolio,"A granular portfolio is an investmentportfoliothat is well diversified across a wide variety of assets, typically with a significant number of holdings. Because this type of portfolio contains a large number of positions in different asset classes and/or sectors, it is considered to have a lower overall risk profile. Conversely, portfolios that have ""low granularity"" have fewer positions or contain highly correlated assets. They are lessdiversifiedand have a higher overall risk profile.",https://www.investopedia.com/terms/g/granular_portfolio.asp
Gravestone Doji,"The term gravestonedojirefers to a bearish indicator commonly used in trading by technical analysts. A gravestone doji is a bearish reversalcandlestickpattern that is formed when the open, low, and closing prices are all near each other with a long uppershadow. The long upper shadow suggests that the bullish advance at the beginning of the session was overcome by bears by the end of the session. This often comes just before a longer-term bearish downtrend.",https://www.investopedia.com/terms/g/gravestone-doji.asp
Great Leap Forward,"The Great Leap Forward was a five-year plan of forced agricultural collectivization and ruralindustrializationthat was instituted by the Chinese Communist Party in 1958, which resulted in a sharp contraction in the Chinese economy and between 30 to 45 million deaths by starvation, execution, torture, forced labor, and suicide out of desperation. It was the largest single, non-wartime campaign of mass killing in human history.",https://www.investopedia.com/terms/g/great-leap-forward.asp
Great Society,"The Great Society was a set of domestic policy initiatives, programs, and legislation introduced in the 1960s in the U.S. These Great Society programs were intended to reduce poverty levels, reduce racial injustice, reduce crime, and improve the environment. Great Society policies were launched by then-President Lyndon B. Johnson between 1964 and 1965.",https://www.investopedia.com/terms/g/great-society.asp
Green Card,"A green card is a colloquial name for the identification card issued by U.S. Citizenship and Immigration Services to permanent residents who are legally allowed to live and work in the U.S. indefinitely. Green cards got their nickname because they were green in color from 1950 to 1964. In 2010 they became green again, but the nickname persisted during the intervening decades of blue, pink, and yellow ""green cards.""",https://www.investopedia.com/terms/g/green-card.asp
Green Chip Stocks,"Green chipstocksaresharesof environmentally-friendly companies. Green chip stocks are likely to be concentrated in areas such as alternative energy, pollution control, carbon abatement, and recycling.",https://www.investopedia.com/terms/g/green-chip-stocks.asp
Green Fund,"A green fund is amutual fundor another investment vehicle that will only invest in companies that are deemed socially conscious or directly promote environmental responsibility. A green fund can come in the form of a focusedinvestment vehiclefor companies engaged in environmentally supportive businesses, such as alternative energy, green transport, water and waste management, and sustainable living.",https://www.investopedia.com/terms/g/green_fund.asp
Green Investing,"Green investing seeks to support business practices that have a favorable impact on the natural environment. Often grouped withsocially responsible investing (SRI)orenvironmental, social, and governance (ESG)criteria, green investments focus on companies or projects committed to the conservation of natural resources, pollution reduction, or other environmentally conscious business practices. Green investments may fit under the umbrella of SRI but are more specific.",https://www.investopedia.com/terms/g/green-investing.asp
Greenback,"A greenback is a slang term for U.S.paperdollars. The term originated during the mid-1860s, when these notes were printed in green ink. Congress had limited taxing authority, and used paper currency to help finance the civil war.",https://www.investopedia.com/terms/g/greenback.asp
Greenshoe Option,"A greenshoe option is a provision in aninitial public offering(IPO)underwriting agreement, allowing underwriters to sell more shares than initially planned if demand exceeds expectations. This over-allotment option is typically used to ensure price stability, liquidity, and to support stock prices in the market.",https://www.investopedia.com/terms/g/greenshoe.asp
Greenspan Put,"Greenspan put was the moniker given to the policies implemented byAlan Greenspanduring his tenure as Federal Reserve (Fed) Chair. The Greenspan-led Fed was extremely proactive in halting excessive stock market declines, acting as a form of insurance against losses, similar to a regularput option.",https://www.investopedia.com/terms/g/greenspanput.asp
Gross Income Multiplier,A gross income multiplier (GIM) is a rough measure of the value of an investment property. It is calculated by dividing the property's sale price by its gross annual rental income. Investors can use the GIM—along with other methods like thecapitalization rate(cap rate) anddiscounted cash flowmethod—to valuecommercial real estateproperties like shopping centers and apartment complexes.,https://www.investopedia.com/terms/g/gross-income-multiplier.asp
Gross Margin,Gross margin is the percentage of money a company keeps from its sales after covering the direct costs of producing its goods or services. It shows how efficiently a business turns revenue into profit before accounting for overhead and other expenses.,https://www.investopedia.com/terms/g/grossmargin.asp
Gross National Income (GNI),Gross National Income (GNI) is the total amount of money earned by a nation's people and businesses. It is used to measure and track a nation's wealth from year to year. The number includes the nation's gross domestic product (GDP) plus the income it receives from overseas sources.,https://www.investopedia.com/terms/g/gross-national-income-gni.asp
Gross National Product (GNP),"Gross national product (GNP) is the total value of all goods and services made by a country's people and businesses over a set period. It shows how much income the country's citizens and companies generate, both at home and abroad.",https://www.investopedia.com/terms/g/gnp.asp
Gross Processing Margin (GPM),"The gross processing margin (GPM) is the difference between the cost of a raw commodity and the income it generates once sold as a finished product. The gross processing margin is affected by supply and demand. The prices for raw commodities fluctuate, creating an ever-changingspreadbetween the raw inputs and the processed products.",https://www.investopedia.com/terms/g/gpm.asp
Gross Spread,"The gross spread is the compensation that the underwriters of aninitial public offering (IPO)receive. An IPO is the process of taking aprivate corporationpublic by issuing shares of stock. Gross spread is the difference between theunderwritingprice received by the issuing company and the actual price offered to the investing public. In other words, the gross spread is the financial institution's cut or profit from the IPO listing. Gross spread is also called ""gross underwriting spread,"" ""spread,"" or ""production.""",https://www.investopedia.com/terms/g/grossspread.asp
Gross Yield,The gross yield of an investment is its profit before taxes and expenses are deducted. Gross yield is expressed in percentage terms. It is calculated as theannual returnon an investment (before taxes and expenses) divided by the current price of the investment.,https://www.investopedia.com/terms/g/gross-yield.asp
Group of 11 (G-11),"The Group of 11 (G-11) is a group of developing countries created to ease members' debt burdens to direct their resources to economic development. The G-11 came into existence on Sept. 20, 2006, and was initially conceived by King Abdullah of Jordan. The group is mainly made up of lower-middle-income countries.",https://www.investopedia.com/terms/g/group-of-11-g11.asp
Growth at a Reasonable Price (GARP),Growth at a reasonable price (GARP) is an equity investment strategy that seeks to combine tenets of bothgrowth investingandvalue investingto select individual stocks. GARP investors look for companies that are showing consistent earnings growth above broad market levels while excluding companies that have very highvaluations. The overarching goal is to avoid the extremes of either growth or value investing; this typically leads GARP investors to growth-oriented stocks with relatively lowprice/earnings (P/E)multiples in normal market conditions.,https://www.investopedia.com/terms/g/garp.asp
Growth Fund,"A growth fund is a diversified portfolio of stocks that hascapital appreciationas its primary goal, with little or no dividend payouts. The portfolio mainly consists of companies with above-average growth that reinvest theirearningsinto expansion,acquisitions, orresearch and development (R&D). Most growth funds offer higher potential capital appreciation but usually at above-average risk.",https://www.investopedia.com/terms/g/growthfund.asp
Growth Industry,"A growth industry is that sector of an economy which experiences a higher-than-average growth rate as compared to other sectors. Growth industries are often new or pioneer industries that did not exist in the past. Their growth is a result of demand for new products or services offered by companies in the field. An example of a growth industry is the technology sector, whose products have become runaway hits with consumers and led to multibillion-dollar valuations for tech companies in the stock market.",https://www.investopedia.com/terms/g/growthindustry.asp
Growth Investing,"Growth investing is an investment style and strategy that is focused on increasing an investor's capital. Growth investors typically invest ingrowth stocks—that is, young or small companies whoseearningsare expected to increase at an above-average rate compared to their industry sector or the overall market.",https://www.investopedia.com/terms/g/growthinvesting.asp
Grunt Work,Grunt work is an expression often used to describe thankless and menial work. It can also refer to jobs that may lack glamour and prestige or are dull.,https://www.investopedia.com/terms/g/grunt-work.asp
Guanxi,"Guanxi,pronouncedgwan' CHē, is a Chinese term for relationships. It commonly refers to the networks or connections used in business to open doors for new business and facilitate deals.",https://www.investopedia.com/terms/g/guanxi.asp
Guarantee Fees,"The term guarantee fee refers to the sum of money paid to the issuer of amortgage-backed security(MBS) by the holder. This charge helps the issuer pay for administrative costs and expenses related to the security and also cuts down on any risk or loss that may arise if any of themortgagesthat back the security default. Also called g-fees, guarantee fees also refer to charges paid by a mortgagor to a guarantor for services rendered.",https://www.investopedia.com/terms/g/guarantee_fees.asp
Guaranteed Bond,"A guaranteed bond is a debt security that offers a secondary guarantee that interest and principal payments will be made by a third party, should the issuer default due to reasons such as insolvency or bankruptcy. A guaranteed bond can be of either the municipal or corporate variety. It can be backed by a bond insurance company, a fund or group entity, a government authority, or the corporate parents of subsidiaries or joint ventures that are issuing bonds.",https://www.investopedia.com/terms/g/guaranteedbond.asp
Guaranteed Investment Contract (GIC),"A guaranteed investment contract (GIC) is a contract between aninsurancecompany and an investor, typically a pension fund or an employer-sponsored retirement plan, such asa 401(k). The investor agrees to deposit a sum of money with the insurer for a specified period of time, and the insurer promises to pay the investor an agreed-uponinterest rate, as well as to return theprincipal.",https://www.investopedia.com/terms/g/guaranteedinvestmentcontract.asp
Guaranteed Minimum Income Benefit (GMIB),"A guaranteed minimum income benefit (GMIB) is an optional rider that an annuitant can purchase for their retirement annuity. When theannuityhas been annuitized, this specific option ensures that theannuitantwill receive at minimum a certain income on a regular basis, regardless of other circumstances.",https://www.investopedia.com/terms/g/gmib.asp
